key,value
"(10, 31)","{'super area title': 'Northaenvagr', 'description': 'As far as the eye can see, the water is a vast expanse of glacial blue, its surface punctuated by jagged ice floes. Seals lounge on ice floes, their whiskered faces turned towards the sun. \n                                  Curious penguins dive beneath the surface, darting through the water with incredible speed.', 'title': 'Northaenvagr-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(10, 32)","{'super area title': 'Northaenvagr', 'description': 'As you continue your journey, a vast expanse of icy water stretches before you. Seals lounge on ice floes, their whiskered faces turned towards the sun. \n                                  Curious penguins dive beneath the surface, darting through the water with incredible speed.', 'title': 'Northaenvagr-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(10, 33)","{'super area title': 'Northaenvagr', 'description': 'As you continue your journey, a vast expanse of icy water stretches before you. Pods of graceful orcas glide through the waves, their sleek black and white bodies a stark contrast against the blue backdrop.', 'title': 'Northaenvagr-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(10, 34)","{'super area title': 'Northaenvagr', 'description': 'While you sail across the Northaenvagr sea, you see that life flourishes in the icy waters. Pods of graceful orcas glide through the waves, their sleek black and white bodies a stark contrast against the blue backdrop.', 'title': 'Northaenvagr-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(10, 35)","{'super area title': 'Northaenvagr', 'description': 'The northern lights dance across the night sky in a spectacular display of color and light. Pods of graceful orcas glide through the waves, their sleek black and white bodies a stark contrast against the blue backdrop.', 'title': 'Northaenvagr-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(10, 36)","{'super area title': 'Northaenvagr', 'description': 'As far as the eye can see, the water is a vast expanse of glacial blue, its surface punctuated by jagged ice floes. The frigid air bites at your skin, and the silence is almost overwhelming, \n                                  broken only by the occasional creaking of ice or the distant call of a lone seabird. ', 'title': 'Northaenvagr-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(10, 37)","{'super area title': 'Northaenvagr', 'description': 'As you continue your journey, a vast expanse of icy water stretches before you. Pods of graceful orcas glide through the waves, their sleek black and white bodies a stark contrast against the blue backdrop.', 'title': 'Northaenvagr-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(10, 38)","{'super area title': 'Northaenvagr', 'description': ""The northern lights dance across the night sky in a spectacular display of color and light. Their vibrant hues reflect in the icy waters below, casting an otherworldly glow upon the frozen sea. \n                                  Icebergs float by like silent sentinels, their reflective surfaces catching the shimmering colors of the aurora. \n                                  It's a magical and breathtaking sight that leaves you in awe of the wonders of the Northaenvagr sea."", 'title': 'Northaenvagr-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(10, 39)","{'super area title': 'Northaenvagr', 'description': 'The northern lights dance across the night sky in a spectacular display of color and light. The frigid air bites at your skin, and the silence is almost overwhelming, \n                                  broken only by the occasional creaking of ice or the distant call of a lone seabird. ', 'title': 'Northaenvagr-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(10, 40)","{'super area title': 'Northaenvagr', 'description': 'As you continue your journey, a vast expanse of icy water stretches before you. Pods of graceful orcas glide through the waves, their sleek black and white bodies a stark contrast against the blue backdrop.', 'title': 'Northaenvagr-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(10, 41)","{'super area title': 'Northaenvagr', 'description': 'While you sail across the Northaenvagr sea, you see that life flourishes in the icy waters. Seals lounge on ice floes, their whiskered faces turned towards the sun. \n                                  Curious penguins dive beneath the surface, darting through the water with incredible speed.', 'title': 'Northaenvagr-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(10, 42)","{'super area title': 'Northaenvagr', 'description': 'As far as the eye can see, the water is a vast expanse of glacial blue, its surface punctuated by jagged ice floes. The frigid air bites at your skin, and the silence is almost overwhelming, \n                                  broken only by the occasional creaking of ice or the distant call of a lone seabird. ', 'title': 'Northaenvagr-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(10, 43)","{'super area title': 'Northaenvagr', 'description': 'While you sail across the Northaenvagr sea, you see that life flourishes in the icy waters. Seals lounge on ice floes, their whiskered faces turned towards the sun. \n                                  Curious penguins dive beneath the surface, darting through the water with incredible speed.', 'title': 'Northaenvagr-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(10, 44)","{'super area title': 'Northaenvagr', 'description': 'As far as the eye can see, the water is a vast expanse of glacial blue, its surface punctuated by jagged ice floes. Pods of graceful orcas glide through the waves, their sleek black and white bodies a stark contrast against the blue backdrop.', 'title': 'Northaenvagr-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(10, 45)","{'super area title': 'Northaenvagr', 'description': 'As far as the eye can see, the water is a vast expanse of glacial blue, its surface punctuated by jagged ice floes. The frigid air bites at your skin, and the silence is almost overwhelming, \n                                  broken only by the occasional creaking of ice or the distant call of a lone seabird. ', 'title': 'Northaenvagr-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(10, 46)","{'super area title': 'East Nordreyjar', 'description': 'As far as the eye can see, rows of crops stretch across the fertile plain. The grasslands in East Nordreyjar sway in harmony with the breeze, creating a mesmerizing wave-like motion that seems to breathe with the land. \n                              Here and there, wildflowers add vibrant bursts of color, their petals nodding gently in the wind. The sky overhead is an expanse of azure blue, interrupted only by the occasional fluffy cloud.', 'title': 'East Nordreyjar-plain', 'short description': 'This is a short description', 'continent': 'Nordreyjar', 'type': '3'}"
"(10, 47)","{'super area title': 'East Nordreyjar', 'description': 'As far as the eye can see, rows of crops stretch across the fertile plain. The grasslands in East Nordreyjar sway in harmony with the breeze, creating a mesmerizing wave-like motion that seems to breathe with the land. \n                              Here and there, wildflowers add vibrant bursts of color, their petals nodding gently in the wind. The air is cool and invigorating, carrying with it the promise of change and adventure.', 'title': 'East Nordreyjar-plain', 'short description': 'This is a short description', 'continent': 'Nordreyjar', 'type': '3'}"
"(10, 48)","{'super area title': 'East Nordreyjar', 'description': 'The landscape is dominated by rugged, weathered rock formations that jut out of the earth like ancient sculptures. The ground is uneven, covered in rocky fragments and tufts of hardy grass. The sky stretches overhead, a wide canvas of blue and white. The wind tugs at your clothes and carries the salty tang of the sea, adding an invigorating edge to the view.', 'title': 'East Nordreyjar-hill', 'short description': 'This is a short description', 'continent': 'Nordreyjar', 'type': '5'}"
"(10, 49)","{'super area title': 'East Nordreyjar', 'description': ""You find yourself in the heart of a rocky canyon, its walls rising dramatically on either side. Sunlight filters through narrow gaps, casting pools of illumination that dance along the canyon floor. \n                              The ground is strewn with smooth river stones, their shapes and colors varying with the eons of water's touch. The air is still and heavy, carrying echoes of silence and the faint trickle of water."", 'title': 'East Nordreyjar-hill', 'short description': 'This is a short description', 'continent': 'Nordreyjar', 'type': '5'}"
"(11, 0)","{'super area title': 'Northaenvagr', 'description': 'The northern lights dance across the night sky in a spectacular display of color and light. Pods of graceful orcas glide through the waves, their sleek black and white bodies a stark contrast against the blue backdrop.', 'title': 'Northaenvagr-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(11, 1)","{'super area title': 'Northaenvagr', 'description': 'As far as the eye can see, the water is a vast expanse of glacial blue, its surface punctuated by jagged ice floes. The frigid air bites at your skin, and the silence is almost overwhelming, \n                                  broken only by the occasional creaking of ice or the distant call of a lone seabird. ', 'title': 'Northaenvagr-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(11, 2)","{'super area title': 'Northaenvagr', 'description': 'While you sail across the Northaenvagr sea, you see that life flourishes in the icy waters. The frigid air bites at your skin, and the silence is almost overwhelming, \n                                  broken only by the occasional creaking of ice or the distant call of a lone seabird. ', 'title': 'Northaenvagr-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(11, 3)","{'super area title': 'Northaenvagr', 'description': 'The northern lights dance across the night sky in a spectacular display of color and light. The frigid air bites at your skin, and the silence is almost overwhelming, \n                                  broken only by the occasional creaking of ice or the distant call of a lone seabird. ', 'title': 'Northaenvagr-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(11, 4)","{'super area title': 'Northaenvagr', 'description': ""While you sail across the Northaenvagr sea, you see that life flourishes in the icy waters. Their vibrant hues reflect in the icy waters below, casting an otherworldly glow upon the frozen sea. \n                                  Icebergs float by like silent sentinels, their reflective surfaces catching the shimmering colors of the aurora. \n                                  It's a magical and breathtaking sight that leaves you in awe of the wonders of the Northaenvagr sea."", 'title': 'Northaenvagr-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(11, 5)","{'super area title': 'Northaenvagr', 'description': ""While you sail across the Northaenvagr sea, you see that life flourishes in the icy waters. Their vibrant hues reflect in the icy waters below, casting an otherworldly glow upon the frozen sea. \n                                  Icebergs float by like silent sentinels, their reflective surfaces catching the shimmering colors of the aurora. \n                                  It's a magical and breathtaking sight that leaves you in awe of the wonders of the Northaenvagr sea."", 'title': 'Northaenvagr-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(11, 6)","{'super area title': 'Northaenvagr', 'description': 'The northern lights dance across the night sky in a spectacular display of color and light. Seals lounge on ice floes, their whiskered faces turned towards the sun. \n                                  Curious penguins dive beneath the surface, darting through the water with incredible speed.', 'title': 'Northaenvagr-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(11, 7)","{'super area title': 'Northaenvagr', 'description': ""The northern lights dance across the night sky in a spectacular display of color and light. Their vibrant hues reflect in the icy waters below, casting an otherworldly glow upon the frozen sea. \n                                  Icebergs float by like silent sentinels, their reflective surfaces catching the shimmering colors of the aurora. \n                                  It's a magical and breathtaking sight that leaves you in awe of the wonders of the Northaenvagr sea."", 'title': 'Northaenvagr-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(11, 8)","{'super area title': 'Northaenvagr', 'description': 'While you sail across the Northaenvagr sea, you see that life flourishes in the icy waters. Pods of graceful orcas glide through the waves, their sleek black and white bodies a stark contrast against the blue backdrop.', 'title': 'Northaenvagr-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(11, 9)","{'super area title': 'Northaenvagr', 'description': ""As far as the eye can see, the water is a vast expanse of glacial blue, its surface punctuated by jagged ice floes. Their vibrant hues reflect in the icy waters below, casting an otherworldly glow upon the frozen sea. \n                                  Icebergs float by like silent sentinels, their reflective surfaces catching the shimmering colors of the aurora. \n                                  It's a magical and breathtaking sight that leaves you in awe of the wonders of the Northaenvagr sea."", 'title': 'Northaenvagr-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(11, 10)","{'super area title': 'Northaenvagr', 'description': 'As you continue your journey, a vast expanse of icy water stretches before you. The frigid air bites at your skin, and the silence is almost overwhelming, \n                                  broken only by the occasional creaking of ice or the distant call of a lone seabird. ', 'title': 'Northaenvagr-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(11, 11)","{'super area title': 'Northaenvagr', 'description': 'The northern lights dance across the night sky in a spectacular display of color and light. The frigid air bites at your skin, and the silence is almost overwhelming, \n                                  broken only by the occasional creaking of ice or the distant call of a lone seabird. ', 'title': 'Northaenvagr-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(11, 12)","{'super area title': 'Northaenvagr', 'description': 'As far as the eye can see, the water is a vast expanse of glacial blue, its surface punctuated by jagged ice floes. Pods of graceful orcas glide through the waves, their sleek black and white bodies a stark contrast against the blue backdrop.', 'title': 'Northaenvagr-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(11, 13)","{'super area title': 'Northaenvagr', 'description': 'The northern lights dance across the night sky in a spectacular display of color and light. Pods of graceful orcas glide through the waves, their sleek black and white bodies a stark contrast against the blue backdrop.', 'title': 'Northaenvagr-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(11, 14)","{'super area title': 'Northaenvagr', 'description': 'While you sail across the Northaenvagr sea, you see that life flourishes in the icy waters. Pods of graceful orcas glide through the waves, their sleek black and white bodies a stark contrast against the blue backdrop.', 'title': 'Northaenvagr-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(11, 15)","{'super area title': 'West Nordreyjar', 'description': ""You find yourself in the heart of a rocky canyon, its walls rising dramatically on either side. Each crevice and crag tells a story of time's patient erosion, while moss and lichen add splashes of color to the gray canvas. \n                              Small pools collect in natural basins, reflecting the sky and surrounding terrain. The wind whispers secrets as it rustles the grass, and the sky seems infinite overhead."", 'title': 'West Nordreyjar-hill', 'short description': 'This is a short description', 'continent': 'Nordreyjar', 'type': '5'}"
"(11, 16)","{'super area title': 'West Nordreyjar', 'description': ""You find yourself in the heart of a rocky canyon, its walls rising dramatically on either side. Sunlight filters through narrow gaps, casting pools of illumination that dance along the canyon floor. \n                              The ground is strewn with smooth river stones, their shapes and colors varying with the eons of water's touch. The wind tugs at your clothes and carries the salty tang of the sea, adding an invigorating edge to the view."", 'title': 'West Nordreyjar-hill', 'short description': 'This is a short description', 'continent': 'Nordreyjar', 'type': '5'}"
"(11, 17)","{'super area title': 'West Nordreyjar', 'description': ""From the top of a gentle hill, you have a breathtaking view of the land below. Sunlight filters through narrow gaps, casting pools of illumination that dance along the canyon floor. \n                              The ground is strewn with smooth river stones, their shapes and colors varying with the eons of water's touch. It's a place of solitude and open space, where the wind and the land are your only companions."", 'title': 'West Nordreyjar-hill', 'short description': 'This is a short description', 'continent': 'Nordreyjar', 'type': '5'}"
"(11, 18)","{'super area title': 'Northaenvagr', 'description': 'As far as the eye can see, the water is a vast expanse of glacial blue, its surface punctuated by jagged ice floes. Pods of graceful orcas glide through the waves, their sleek black and white bodies a stark contrast against the blue backdrop.', 'title': 'Northaenvagr-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(11, 19)","{'super area title': 'Northaenvagr', 'description': 'The northern lights dance across the night sky in a spectacular display of color and light. The frigid air bites at your skin, and the silence is almost overwhelming, \n                                  broken only by the occasional creaking of ice or the distant call of a lone seabird. ', 'title': 'Northaenvagr-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(11, 20)","{'super area title': 'Northaenvagr', 'description': 'The northern lights dance across the night sky in a spectacular display of color and light. Pods of graceful orcas glide through the waves, their sleek black and white bodies a stark contrast against the blue backdrop.', 'title': 'Northaenvagr-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(11, 21)","{'super area title': 'West Nordreyjar', 'description': 'You stand on the edge of a towering cliff, overlooking a vast expanse below. Rolling hills and valleys stretch as far as the eye can see, their contours softened by a veil of mist. \n                              Rocky outcroppings and boulders dot the landscape, standing like silent sentinels amidst the green expanse. The air is crisp and cool, carrying the scent of earth and minerals.', 'title': 'West Nordreyjar-hill', 'short description': 'This is a short description', 'continent': 'Nordreyjar', 'type': '5'}"
"(11, 22)","{'super area title': 'Northaenvagr', 'description': 'As far as the eye can see, the water is a vast expanse of glacial blue, its surface punctuated by jagged ice floes. The frigid air bites at your skin, and the silence is almost overwhelming, \n                                  broken only by the occasional creaking of ice or the distant call of a lone seabird. ', 'title': 'Northaenvagr-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(11, 23)","{'super area title': 'West Nordreyjar', 'description': 'As far as the eye can see, rows of crops stretch across the fertile plain. The ground is cracked and dry, and the few tufts of hardy grass that dot the landscape seem like precious oases of life. \n                              The sun beats down relentlessly, casting harsh shadows that stretch across the desolate expanse. Despite the starkness, there is a certain beauty in the rugged simplicity of the desert plains.', 'title': 'West Nordreyjar-plain', 'short description': 'This is a short description', 'continent': 'Nordreyjar', 'type': '3'}"
"(11, 24)","{'super area title': 'West Nordreyjar', 'description': 'The landscape is dominated by rugged, weathered rock formations that jut out of the earth like ancient sculptures. Rolling hills and valleys stretch as far as the eye can see, their contours softened by a veil of mist. \n                              Rocky outcroppings and boulders dot the landscape, standing like silent sentinels amidst the green expanse. The air is still and heavy, carrying echoes of silence and the faint trickle of water.', 'title': 'West Nordreyjar-hill', 'short description': 'This is a short description', 'continent': 'Nordreyjar', 'type': '5'}"
"(11, 25)","{'super area title': 'East Nordreyjar', 'description': ""You find yourself in the heart of a rocky canyon, its walls rising dramatically on either side. Sunlight filters through narrow gaps, casting pools of illumination that dance along the canyon floor. \n                              The ground is strewn with smooth river stones, their shapes and colors varying with the eons of water's touch. The air is still and heavy, carrying echoes of silence and the faint trickle of water."", 'title': 'East Nordreyjar-hill', 'short description': 'This is a short description', 'continent': 'Nordreyjar', 'type': '5'}"
"(11, 26)","{'super area title': 'East Nordreyjar', 'description': 'The plateau extends in every direction, a vast expanse of rocky terrain that seems untouched by time. Rolling hills and valleys stretch as far as the eye can see, their contours softened by a veil of mist. \n                              Rocky outcroppings and boulders dot the landscape, standing like silent sentinels amidst the green expanse. The wind whispers secrets as it rustles the grass, and the sky seems infinite overhead.', 'title': 'East Nordreyjar-hill', 'short description': 'This is a short description', 'continent': 'Nordreyjar', 'type': '5'}"
"(11, 27)","{'super area title': 'East Nordreyjar', 'description': 'The landscape is dominated by rugged, weathered rock formations that jut out of the earth like ancient sculptures. The land drops away in a dramatic descent, revealing a mosaic of rock and earth. \n                              Birds soar on thermals, gliding effortlessly through the air, while distant rivers wind their way through the landscape. The air is crisp and cool, carrying the scent of earth and minerals.', 'title': 'East Nordreyjar-hill', 'short description': 'This is a short description', 'continent': 'Nordreyjar', 'type': '5'}"
"(11, 28)","{'super area title': 'Northaenvagr', 'description': 'As far as the eye can see, the water is a vast expanse of glacial blue, its surface punctuated by jagged ice floes. Pods of graceful orcas glide through the waves, their sleek black and white bodies a stark contrast against the blue backdrop.', 'title': 'Northaenvagr-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(11, 29)","{'super area title': 'Northaenvagr', 'description': 'As you continue your journey, a vast expanse of icy water stretches before you. Seals lounge on ice floes, their whiskered faces turned towards the sun. \n                                  Curious penguins dive beneath the surface, darting through the water with incredible speed.', 'title': 'Northaenvagr-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(11, 30)","{'super area title': 'Northaenvagr', 'description': ""As you continue your journey, a vast expanse of icy water stretches before you. Their vibrant hues reflect in the icy waters below, casting an otherworldly glow upon the frozen sea. \n                                  Icebergs float by like silent sentinels, their reflective surfaces catching the shimmering colors of the aurora. \n                                  It's a magical and breathtaking sight that leaves you in awe of the wonders of the Northaenvagr sea."", 'title': 'Northaenvagr-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(11, 31)","{'super area title': 'Northaenvagr', 'description': 'While you sail across the Northaenvagr sea, you see that life flourishes in the icy waters. The frigid air bites at your skin, and the silence is almost overwhelming, \n                                  broken only by the occasional creaking of ice or the distant call of a lone seabird. ', 'title': 'Northaenvagr-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(11, 32)","{'super area title': 'Northaenvagr', 'description': ""As far as the eye can see, the water is a vast expanse of glacial blue, its surface punctuated by jagged ice floes. Their vibrant hues reflect in the icy waters below, casting an otherworldly glow upon the frozen sea. \n                                  Icebergs float by like silent sentinels, their reflective surfaces catching the shimmering colors of the aurora. \n                                  It's a magical and breathtaking sight that leaves you in awe of the wonders of the Northaenvagr sea."", 'title': 'Northaenvagr-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(11, 33)","{'super area title': 'Northaenvagr', 'description': 'As far as the eye can see, the water is a vast expanse of glacial blue, its surface punctuated by jagged ice floes. The frigid air bites at your skin, and the silence is almost overwhelming, \n                                  broken only by the occasional creaking of ice or the distant call of a lone seabird. ', 'title': 'Northaenvagr-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(11, 34)","{'super area title': 'Northaenvagr', 'description': 'While you sail across the Northaenvagr sea, you see that life flourishes in the icy waters. The frigid air bites at your skin, and the silence is almost overwhelming, \n                                  broken only by the occasional creaking of ice or the distant call of a lone seabird. ', 'title': 'Northaenvagr-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(11, 35)","{'super area title': 'Northaenvagr', 'description': ""As you continue your journey, a vast expanse of icy water stretches before you. Their vibrant hues reflect in the icy waters below, casting an otherworldly glow upon the frozen sea. \n                                  Icebergs float by like silent sentinels, their reflective surfaces catching the shimmering colors of the aurora. \n                                  It's a magical and breathtaking sight that leaves you in awe of the wonders of the Northaenvagr sea."", 'title': 'Northaenvagr-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(11, 36)","{'super area title': 'Northaenvagr', 'description': 'As you continue your journey, a vast expanse of icy water stretches before you. Seals lounge on ice floes, their whiskered faces turned towards the sun. \n                                  Curious penguins dive beneath the surface, darting through the water with incredible speed.', 'title': 'Northaenvagr-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(11, 37)","{'super area title': 'Northaenvagr', 'description': 'As you continue your journey, a vast expanse of icy water stretches before you. The frigid air bites at your skin, and the silence is almost overwhelming, \n                                  broken only by the occasional creaking of ice or the distant call of a lone seabird. ', 'title': 'Northaenvagr-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(11, 38)","{'super area title': 'Northaenvagr', 'description': 'As far as the eye can see, the water is a vast expanse of glacial blue, its surface punctuated by jagged ice floes. The frigid air bites at your skin, and the silence is almost overwhelming, \n                                  broken only by the occasional creaking of ice or the distant call of a lone seabird. ', 'title': 'Northaenvagr-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(11, 39)","{'super area title': 'Northaenvagr', 'description': 'As far as the eye can see, the water is a vast expanse of glacial blue, its surface punctuated by jagged ice floes. Seals lounge on ice floes, their whiskered faces turned towards the sun. \n                                  Curious penguins dive beneath the surface, darting through the water with incredible speed.', 'title': 'Northaenvagr-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(11, 40)","{'super area title': 'Northaenvagr', 'description': 'As you continue your journey, a vast expanse of icy water stretches before you. Pods of graceful orcas glide through the waves, their sleek black and white bodies a stark contrast against the blue backdrop.', 'title': 'Northaenvagr-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(11, 41)","{'super area title': 'Northaenvagr', 'description': 'While you sail across the Northaenvagr sea, you see that life flourishes in the icy waters. The frigid air bites at your skin, and the silence is almost overwhelming, \n                                  broken only by the occasional creaking of ice or the distant call of a lone seabird. ', 'title': 'Northaenvagr-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(11, 42)","{'super area title': 'Northaenvagr', 'description': ""As far as the eye can see, the water is a vast expanse of glacial blue, its surface punctuated by jagged ice floes. Their vibrant hues reflect in the icy waters below, casting an otherworldly glow upon the frozen sea. \n                                  Icebergs float by like silent sentinels, their reflective surfaces catching the shimmering colors of the aurora. \n                                  It's a magical and breathtaking sight that leaves you in awe of the wonders of the Northaenvagr sea."", 'title': 'Northaenvagr-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(11, 43)","{'super area title': 'Northaenvagr', 'description': 'As far as the eye can see, the water is a vast expanse of glacial blue, its surface punctuated by jagged ice floes. Pods of graceful orcas glide through the waves, their sleek black and white bodies a stark contrast against the blue backdrop.', 'title': 'Northaenvagr-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(11, 44)","{'super area title': 'Northaenvagr', 'description': 'The northern lights dance across the night sky in a spectacular display of color and light. Pods of graceful orcas glide through the waves, their sleek black and white bodies a stark contrast against the blue backdrop.', 'title': 'Northaenvagr-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(11, 45)","{'super area title': 'East Nordreyjar', 'description': 'As far as the eye can see, rows of crops stretch across the fertile plain. The grasslands in East Nordreyjar sway in harmony with the breeze, creating a mesmerizing wave-like motion that seems to breathe with the land. \n                              Here and there, wildflowers add vibrant bursts of color, their petals nodding gently in the wind. The air is filled with the earthy scent of freshly turned soil, and the landscape feels alive with the promise of sustenance and growth.', 'title': 'East Nordreyjar-plain', 'short description': 'This is a short description', 'continent': 'Nordreyjar', 'type': '3'}"
"(11, 46)","{'super area title': 'East Nordreyjar', 'description': 'The plains of East Nordreyjar seem to stretch on forever, a vast expanse of open land broken only by occasional clusters of trees.  Golden wheat sways like a rippling sea, ready for harvest.\n                             Scarecrows stand guard amidst the fields, their outstretched arms warding off unwelcome visitors. Despite the starkness, there is a certain beauty in the rugged simplicity of the desert plains.', 'title': 'East Nordreyjar-plain', 'short description': 'This is a short description', 'continent': 'Nordreyjar', 'type': '3'}"
"(11, 47)","{'super area title': 'East Nordreyjar', 'description': ""The plateau extends in every direction, a vast expanse of rocky terrain that seems untouched by time. Sunlight filters through narrow gaps, casting pools of illumination that dance along the canyon floor. \n                              The ground is strewn with smooth river stones, their shapes and colors varying with the eons of water's touch. The air is still and heavy, carrying echoes of silence and the faint trickle of water."", 'title': 'East Nordreyjar-hill', 'short description': 'This is a short description', 'continent': 'Nordreyjar', 'type': '5'}"
"(11, 48)","{'super area title': 'East Nordreyjar', 'description': 'From the top of a gentle hill, you have a breathtaking view of the land below. Rolling hills and valleys stretch as far as the eye can see, their contours softened by a veil of mist. \n                              Rocky outcroppings and boulders dot the landscape, standing like silent sentinels amidst the green expanse. The wind tugs at your clothes and carries the salty tang of the sea, adding an invigorating edge to the view.', 'title': 'East Nordreyjar-hill', 'short description': 'This is a short description', 'continent': 'Nordreyjar', 'type': '5'}"
"(11, 49)","{'super area title': 'East Nordreyjar', 'description': ""The plateau extends in every direction, a vast expanse of rocky terrain that seems untouched by time. Each crevice and crag tells a story of time's patient erosion, while moss and lichen add splashes of color to the gray canvas. \n                              Small pools collect in natural basins, reflecting the sky and surrounding terrain. It's a place of solitude and open space, where the wind and the land are your only companions."", 'title': 'East Nordreyjar-hill', 'short description': 'This is a short description', 'continent': 'Nordreyjar', 'type': '5'}"
"(12, 0)","{'super area title': 'Mhor Gorllewinol', 'description': ""The moon hangs low in the sky, casting a silvery path across the water's surface. The sea and sky meld into a maelstrom of gray and black, the boundary between them all but erased. This is a place where time seems to stand still, inviting you to immerse yourself in its serene beauty and contemplate the mysteries of the world. "", 'title': 'Mhor Gorllewinol-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(12, 1)","{'super area title': 'Mhor Gorllewinol', 'description': 'Lightning splits the sky in blinding arcs of brilliance, illuminating the tumultuous seascape of Mhor Gorllewinol in stark contrast. Rain pelts down in diagonal sheets, stinging your skin with each drop. \n                                  The wind howls like a vengeful spirit, tearing at your clothes and sending sea spray in every direction. This is a place where time seems to stand still, inviting you to immerse yourself in its serene beauty and contemplate the mysteries of the world. ', 'title': 'Mhor Gorllewinol-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(12, 2)","{'super area title': 'Mhor Gorllewinol', 'description': ""Dark clouds gather overhead as the sea churns with energy. Waves rise and crash against the rugged rocks, sending salty spray into the air. The gentle waves shimmer with each soft ripple, reflecting the moon's glow like a million diamonds. \n                                  A sense of tranquility pervades the air, broken only by the distant call of a night bird. The first twinkling lights mirror the constellations above, creating a breathtaking connection between the heavens and the tranquil waters below. The air is cool and refreshing, carrying the scent of salt and adventure."", 'title': 'Mhor Gorllewinol-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(12, 3)","{'super area title': 'Mhor Gorllewinol', 'description': ""The moon hangs low in the sky, casting a silvery path across the water's surface. Rain pelts down in diagonal sheets, stinging your skin with each drop. \n                                  The wind howls like a vengeful spirit, tearing at your clothes and sending sea spray in every direction. This is a place where time seems to stand still, inviting you to immerse yourself in its serene beauty and contemplate the mysteries of the world. "", 'title': 'Mhor Gorllewinol-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
